Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
jh_7a;21.03;12.71;51.9;14650;9912;1331;1.95;450;20;33;0.1,750,1,450;-540000,1.24e+06;2;5000,12500,15000;0;0;26,-22,28,-24
ju-188a-2;14.958;22;56;9886;2457;675;0.75;310;20;33;0.1,480,1,280;-577526,770035;2;1354,3250,3650;0;0;17,-11.8,16.5,-15
ju-288c;18.13;23;64.6;14429;3226.4;675;0.8;310;20;33;0.1,480,1,280;-577526,770035;2;500,2800,3150;0;0;17,-11.8,16.5,-15
ju-388j;16.14;22.08;49.74;10936;1738;675;0.73;310;20;33;0.1,480,1,280;-397725,645264;2;400,2650,3000;0;0;18,-16,16,-14
ju-52;17.875;29;108;6600;1730;530;0.61;530;20;33;0.1,386,1,241;-120000,230000;3;500,2049,2600;0;0;14.5,-12,14,-13
ju-87b-2;10.83;13.8;24.6644;2929;579;680;0.65;680;0;33;0.1,520.4,1,320.4;-120000,291211;1;420,2400,3000;0;0;16.5,-15.3,18,-12
ju-87d-3;10.83;13.8;28.7;4001;578;730;0.65;800;0;33;0.1,500,1,320;-120000,291211;1;600,2600,2850;0;0;16.5,-15.3,18,-12
ju-87d-5;10.83;14.98;28.6;3947;578;730;0.65;800;0;33;0.1,500,1,320;-120000,291211;1;600,2600,2850;0;0;16.5,-15.3,18,-12
ju-87g_1;10.83;13.8;28.7;5130;578;730;0.65;800;0;33;0.1,500,1,320;-120000,291211;1;600,2600,2850;0;0;16.5,-15.3,18,-12
ju-87g_2;10.83;14.98;28.6;5168;578;730;0.65;800;0;33;0.1,500,1,320;-120000,291211;1;600,2600,2850;0;0;16.5,-15.3,18,-12
ju-87r-2;10.83;13.8;24.6644;2700;579;680;0.65;680;0;33;0.1,520.4,1,320.4;-120000,291211;1;420,2400,3000;0;0;16,-17.3,18,-12
ju-88a-1;14.359;18.25;52.3;6634;1220;675;0.68;310;20;33;0.1,480,1,280;-397725,417725;2;500,2400,2700;0;0;17,-16,16.5,-15.3
ju-88a-4;14.359;18.25;54.7;9065.91;1220;675;0.68;310;20;33;0.1,480,1,280;-397725,417725;2;500,2600,3000;0;0;17,-16,16.5,-15.3
ju-88c-6;14.359;18.25;54.7;9633;1226.4;675;0.68;310;20;33;0.1,480,1,280;-397725,645264;2;500,2600,3000;0;0;17,-16,16.5,-15.3
ka_29;14.2;5.2;2.4492;8050;2560;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
ka_50;14.2;7.3;6.492;7220;2240;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
ka_52;14.2;7.3;6.492;7720;2240;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
kfir_c2;15.01;8.22;34.4;7270;3285;1460;2.5;426;0;0;;-240000,570000;1;3000,7650,10000;0;0;35,-27,36,-27
kfir_c7;15.01;8.22;34.4;7285;3285;1460;2.5;426;0;0;;-240000,570000;1;3000,7650,10000;0;0;35,-27,36,-27
kfir_canard;15.01;8.22;34.4;7200;3285;1460;2.5;426;0;0;;-240000,570000;1;3000,7650,10000;0;0;32,-27,32,-27
ki-27_otsu;7.529;11.31;18.54;1186;238.9;554;0.55;550;0;0;0.1,350,1,220;-53250.8,81001;1;150,2600,3000;0;0;18,-13,17,-14.5
ki-45_ko;10.6;15.07;32.2;4051;1052;712.5;0.73;350;5;13;0.1,450,1,290;-184232,286583;2;100,2700,2850;0;0;17.5,-12,17,-12
ki-45_tei;10.6;15.07;32.2;4051;1052;712.5;0.73;350;5;13;0.1,450,1,290;-184232,286583;2;100,2700,2850;0;0;17.5,-12,17,-12
ki-49_1;16.808;20;69.05;6370;2448;580;0.7;260;20;33;0.1,450,0.5,300,1,240;-154923,219692;2;100,2500,2650;0;0;17.5,-17,16.5,-8
ki-49_2a;16.808;20;69.05;6759;2448;580;0.7;300;20;33;0.1,450,1,250;-154923,219692;2;600,2650,2700;0;0;17.5,-17,16.5,-8
ki-49_2b;16.808;20;69.05;6759;2448;580;0.7;300;20;33;0.1,450,1,250;-154923,219692;2;600,2650,2700;0;0;17.5,-17,16.5,-8
ki-83;12.5;15.7;34;6062;2090;870;0.85;310;20;33;0.1,560,0.5,420;-214196,582120;2;400,2900,3200;170;0.0942;16,-14,14,-13.5
ki-96;11.45;15.7;34;4591;928;762;0.79;310;20;33;0.1,460,1,260;-214196,264196;2;400,2600,2850;200;0.0942;17,-13.75,16,-12
ki_100_2;8.74;12;20;2873.5;483.75;850;0.75;250;20;33;0.1,300,1,230;-119497,192330;1;500,2600,3000;132;0.094;17,-14,15.1,-17
ki_100_early;8.74;12;20;2700;483.75;850;0.75;250;20;33;0.1,300,1,230;-119497,190330;1;500,2600,3000;132;0.094;17,-14,15.1,-17
ki_102_otsu;11.45;15.7;34;5547;1140;762;0.79;310;20;33;0.1,460,1,260;-232505,304045;2;400,2600,2850;200;0.0942;17,-13.75,16,-12
ki_108;13.05;17.3;39.8;5880;1140;762;0.79;310;20;33;0.1,460,1,260;-275772,367696;2;450,2600,2900;200;0.0942;18,-13.75,17.5,-13
ki_109;18.7;22.5;65.82;8559;1570;650;0.67;300;20;33;0.1,450,1,250;-102000,306000;2;600,2450,3100;0;0;16,-11,15,-12
ki_10_1;7.2;12.48;20;1335;238;600;0.75;560;0;0;;-51200,93800;1;400,2250,2600;0;0;22,-14,21,-14
ki_10_2;7.72;12.82;24.39;1385;238;600;0.75;560;0;0;;-51200,93800;1;400,2250,2600;0;0;22,-14,21,-14
ki_21_1hei;16;22.5;64.5;4250.5;2130;540;0.58;380;20;33;0.1,450,1,250;-90506,271518;2;300,2400,2600;0;0;22,-12,15,-19
ki_21_1ko;16;22.5;64.5;4250.5;2130;540;0.58;380;20;33;0.1,450,1,250;-90506,271518;2;300,2400,2600;0;0;22,-12,15,-19
ki_32;11.64;15;40.84;2679;460;600;0.7;600;20;33;0.1,600,1,280;-148176,197568;1;400,2000,2600;0;0;18,-13,17,-14.5
ki_43_1;8.92;11.43;22;1687;407;630;0.65;300;20;33;0.1,450,0.4,350,1,250;-55944.2,109907;1;600,2700,3200;0;0;15.6,-12.2,15,-12
ki_43_2;8.92;10.84;21.68;1890;385.4;661;0.65;300;20;33;0.1,400,0.4,350,1,250;-95182.5,126910;1;400,2800,3200;0;0;15.6,-14.2,15,-14
ki_43_3_ko;8.92;10.84;21.68;2000;396;661;0.65;330;20;33;0.1,500,1,300;-100144,133525;1;400,2800,2850;110;0.46;15.6,-14.2,15,-14
ki_43_3_otsu;8.92;10.84;21.68;1934;525;661;0.65;330;20;33;0.1,400,0.5,350,1,250;-100144,133525;1;400,2800,2850;126;0.46;15.6,-14.2,15,-14
ki_44_1;8.85;9.45;15.432;2024;378.75;850;0.81;250;20;33;0.1,450,0.4,400,1,250;-105822,158733;1;400,2500,2600;0;0;19,-17.7,17.5,-12
ki_44_2_hei;8.85;9.45;15.432;2099;378.75;850;0.81;250;20;33;0.1,450,0.4,400,1,250;-105822,158733;1;400,2650,3000;110;0.061;19,-17.7,17.5,-12
ki_44_2_otsu;8.85;9.45;15.432;2015;378.75;850;0.81;250;20;33;0.1,450,0.4,400,1,250;-105822,158733;1;400,2650,3000;110;0.061;19,-17.7,17.5,-12
ki_48_2_otsu;12.75;17.45;40;4241;1431.53;650;0.67;300;20;33;0.1,450,1,250;-102000,306000;2;400,2800,3200;0;0;16,-11,15,-12
ki_61_1a_hei;8.74;12;20;2566;414.503;850;0.75;250;20;33;0.1,300,1,230;-119497,169330;1;400,2500,2700;0;0;17,-14,15.1,-17
ki_61_1a_ko;8.74;12;20;2377;585;850;0.75;250;20;33;0.1,300,1,230;-119497,169330;1;400,2500,2700;0;0;17,-14,15.1,-17
ki_61_1a_otsu;8.74;12;20;2530;414.503;850;0.75;250;20;33;0.1,300,1,230;-119497,159330;1;400,2500,2700;0;0;17,-14,15.1,-17
ki_61_1a_tei;8.74;12;20;2827.12;483.75;850;0.75;250;20;33;0.1,300,1,230;-119497,189330;1;400,2500,2700;0;0;17,-14,15.1,-17
ki_61_2_early;8.74;12;20;3162;483.75;850;0.75;330;20;33;0.1,300,1,230;-119497,194281;1;400,2750,3000;0;0;17,-14,15.1,-17
ki_67_1_ko;18.7;22.5;65.82;8400;3630;650;0.67;300;20;33;0.1,450,1,250;-102000,306000;2;600,2450,3100;0;0;16,-11,15,-12
ki_67_1_otsu;18.7;22.5;65.82;8400;3630;650;0.67;300;20;33;0.1,450,1,250;-102000,306000;2;600,2450,3100;0;0;16,-11,15,-12
ki_84_hei;9.74;11.238;21;2845;407.11;837;0.82;270;20;33;0.1,500,0.5,380,1,280;-163646,218195;1;400,3000,3500;132;0.06;19,-17.7,16.5,-12
ki_84_ko;9.74;11.238;21;2845;407.11;837;0.82;270;20;33;0.1,500,0.5,380,1,280;-163646,218195;1;400,3000,3500;132;0.06;19,-17.7,16.5,-12
ki_84_otsu;9.74;11.238;21;2845;407.11;837;0.82;270;20;33;0.1,500,0.5,380,1,280;-163646,218195;1;400,3000,3500;132;0.06;19,-17.7,16.5,-12
ki_87;11.3;13.423;26;4562;607;880;0.85;320;20;33;0.1,480,1,280;-163646,343848;1;400,2800,3500;200;0.2;15.5,-13.8,15,-12
ki_94_2;12;14;28;5046;866;850;0.81;280;20;33;0.1,680,0.3,480,1,280;-188000,340000;1;400,2800,3500;260;0.2;16.2,-13.8,15,-12
kitsuka;9.25;10;13.24;2440;526;980;0.88;380;20;33;0.1,580,1,380;-72931,162931;2;100,1600,5040;0;0;17,-16,14,-13
kor_1;8.875;11;31.8;1800;619;400;0.6;400;20;33;0.1,520.4,1,320.4;-97020,97020;1;600,2200,2500;0;0;18,-15,17,-15
la-11;8.46;9.8;17.717;2981;544;850;0.8;320;20;33;0.1,480,0.5,400,1,290;-135000,216000;1;400,2500,3197.99;0;0;18,-15,16,-16
la-15;9.563;8.83;16.2;2790;900;945;0.94;450;0;33;0.1,520.4,1,320.4;-110300,227724;1;8000,14700,15500;0;0;16.2,-13,14.5,-12.5
la-5_type37_early;8.81;9.8;17.62;2705.96;345;735;0.77;340;20;33;0.1,450,1,280;-209247,209247;1;400,2400,2600;0;0;16.5,-16,16,-16
la-5f_type_39;8.81;9.8;17.62;2713.96;345;735;0.77;310;20;33;0.1,470,1,270;-209247,209247;1;400,2400,2600;0;0;16.5,-16,16,-16
la-5fn;8.81;9.8;17.62;2852;334;735;0.77;310;20;33;0.1,470,1,270;-209247,209247;1;400,2500,3197.99;0;0;16.5,-16,16,-16
la-7;8.81;9.8;17.62;2780.5;330;735;0.77;320;20;33;0.1,530,1,300;-209247,209247;1;400,2500,3197.99;0;0;16.5,-16,16,-16
la-7b-20;8.81;9.8;17.62;2838;303;735;0.77;320;20;33;0.1,530,1,300;-209247,209247;1;400,2500,3197.99;0;0;16.5,-16,16,-16
la-9;8.46;9.8;17.717;2727;503.7;850;0.8;320;20;33;0.1,520,0.5,400,1,290;-135000,216000;1;400,2500,3197.99;0;0;18,-15,16,-16
la_174;9.563;8.83;16.16;2671;900;945;0.94;450;0;33;0.1,520.4,1,320.4;-110300,227724;1;8000,14700,15500;0;0;16.2,-13,14.5,-12.5
la_200_toriy;16.35;12.96;40;7700;2554;1123;1.1;450;20;33;0.1,650,1,450;-300000,600000;2;5000,11561,16000;0;0;19,-14,12.5,-16
lagg-3-1;8.81;9.8;17.62;2644;340;640;0.8;0;20;33;;-209247,209247;1;500,2700,2900;0;0;17.5,-12,17,-10
lagg-3-11;8.844;9.8;17.62;2781;211;700;0.8;350;20;33;0.1,460,1,280;-137327,183103;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg-3-23;8.844;9.8;17.62;2840;211;700;0.8;350;20;33;0.1,460,1,280;-137327,183103;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg-3-29;8.81;9.8;17.62;2644;340;640;0.8;0;20;33;;-209247,209247;1;500,2700,2900;0;0;17.5,-12,17,-10
lagg-3-34;8.844;9.8;17.62;2838;211;700;0.8;450;20;33;0.1,460,1,280;-137327,183103;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg-3-35;8.844;9.8;17.62;2640;211;700;0.8;450;20;33;0.1,460,1,280;-139356,185808;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg-3-4;8.844;9.8;17.62;2838;350;700;0.8;350;20;33;0.1,460,1,280;-137327,183103;1;500,2700,3000;0;0;15.8,-14,14.3,-10
lagg-3-66;8.844;9.8;17.62;2490;211;700;0.8;450;20;33;0.1,460,1,280;-139356,185808;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg-3-8;8.844;9.8;17.62;2890;350;700;0.8;350;20;33;0.1,460,1,280;-137327,183103;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg-i-301;8.844;9.8;17.62;2834;275.444;700;0.8;350;20;33;0.1,460,1,280;-137327,183103;1;500,2700,3000;0;0;17,-12,15.3,-10
lagg_3_8;8.81;9.8;17.62;2822;410.5;680;0.8;450;20;33;0,510,1,320.4;-209247,209247;1;500,2700,3000;0;0;17.8,-11,16.3,-10
lagg_gu-37;8.81;9.8;17.62;2644;340;640;0.8;0;20;33;;-209247,209247;1;500,2700,2900;0;0;17.5,-12,17,-10
lancaster_mk1;21.1836;31.0896;111.948;17876;7050;608;0.63;338;20;33;0.1,440,0.5,338,1,282;-420100,630100;4;450,3001,3150;0;0;16,-15.5,14.5,-13
lancaster_mk3;21.1836;31.0896;111.948;17897;7050;608;0.63;338;20;33;0.1,440,0.5,338,1,282;-420100,630100;4;450,3001,3150;0;0;16,-15.5,14.5,-13
lancaster_mr7_france;21.1836;31.0896;111.948;17790;7050;608;0.63;338;20;33;0.1,440,0.5,338,1,282;-420100,630100;4;450,3001,3150;0;0;16,-15.5,14.5,-13
late_298d;12.56;15.5;31.6;3085;367.2;450;0.63;550;20;33;0.1,520.4,1,320.4;-127138,171757;1;450,2401,2590;0;0;17,-14.5,16.5,-13
leo_451_early;17.17;22.52;55.3;7820;2100;550;0.52;340;20;33;0.1,400,1,270;-272317,363090;2;450,2650,2850;0;0;15,-14.2,14.4,-12.2
leo_451_late;17.17;22.52;55.3;7820;2100;550;0.52;340;20;33;0.1,400,1,270;-272317,363090;2;450,2650,2850;0;0;15,-14.2,14.4,-12.2
li-2;19.647;28.813;91.7;8994;1160;600;0.73;310;0;33;0.1,480,1,280;-173215,247450;2;450,2200,2350;0;0;16.2,-14,15.1,-17
li-2_1938;19.647;28.813;91.7;8994;1160;600;0.73;310;0;33;0.1,480,1,280;-173215,247450;2;450,2200,2350;0;0;16.2,-14,15.1,-17
lightning_f6;16.84;10.62;42.6;13650;4539;1361;2.2;463;0;33;0.1,720,1,463;-550000,1e+06;2;2750,8000,10000;0;0;31.1,-31,33.8,-32
lincoln_b2;23.865;36.576;132;20225;9340;612.5;0.63;341;20;33;0.1,420,1,296;-295000,587500;4;450,3000,3180;0;0;16,-15.5,14.5,-13
loire_130;11.3;16;40.08;2290;503;400;0.63;550;0;0;0.1,520.4,1,320.4;-127138,101120;1;450,2600,2850;0;0;17,-14.5,16.5,-13
lynx_ah_mk1;16;4.5;3.2;2682;973;460;0.79;420;0;0;;-70000,130000;2;16000,27200,35000;0;0;28.6,-28,22.6,-21
martin_139wc;13.63;21.5;63;4931;1354;564;0.65;235;20;33;0.1,340,1,235;-110000,220500;2;400,2100,2450;0;0;15,-13,14.5,-12
maryland_mk1;14.224;18.694;49.842;5332;1008;574;0.72;278;20;33;0.1,340,1,210;-123100,295500;2;550,2700,3060;0;0;16.2,-15.5,14.8,-13
mb_152c1;9.104;10.68;16.22;2251;305;830;0.81;310;0;0;0.1,470,1,270;-209247,209247;1;400,2400,2520;0;0;17,-16,16.5,-13
mb_157;9.7;10.68;16.61;2675;345;810;0.81;340;20;33;0.1,470,1,270;-139973,186631;1;450,2600.01,2800;0;0;17,-16,16.5,-13
mb_162;22.16;28.4;107;11212;4850;560;0.65;280;20;33;0.1,340,0.5,300,1,260;-275170,458618;4;450,2400,2650;0;0;17.57,-17.7,16,-15
mb_174_a3;12.23;17.92;38.55;5087;1222;680;0.75;280;20;33;0.1,340,0.5,300,1,260;-175596,386311;2;450,2400,2650;0;0;17.57,-17.7,16,-15
mb_175t;12.05;17.96;42.42;5480;1530;680;0.75;280;20;33;0.1,340,0.5,300,1,260;-175596,386311;2;450,2400,2650;0;0;17.57,-17.7,16,-15
mb_3;13.5;18.8;54.4;5300;1000;950;0.8;650;20;33;0.1,420,1,3260;-483000,577024;4;400,2520,3100;0;0;17.5,-13.5,16,-13.5
mb_5;11.5;10.66;24.3;4500;698;890;0.87;330;0;0;0,450,0.3,370,1,273;-150000,295000;1;450,2750,3100;0;0;18,-17,17.2,-20
mbr-2;13.5;18.8;54.4;3036;812.2;405;0.6;450;20;33;0.1,520.4,1,320.4;-83000,166600;1;400,1850,2900;0;0;14.5,-13.5,13,-13.5
mc-202;8.85;10.58;16.67;2622;307;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-87000,227000;1;400,2500,2600;0;0;17.5,-14,16,-18
mc-202_d;8.85;10.58;16.67;2586;307;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-87000,227000;1;400,2500,2600;0;0;17.5,-14,16,-18
mc-202_ec;8.85;10.58;16.67;2713;307;820;0.81;300;20;33;0.1,600,0.5,340,1,260;-87000,227000;1;400,2500,2600;0;0;17.5,-14,16,-18
mc-205_n2;9.549;11.25;19;3188;365;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-87000,227000;1;500,2800,3150;0;0;17.5,-12,16,-18
mc-205_serie1;8.85;10.58;16.67;2805;307;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-87000,227000;1;500,2800,3150;0;0;17.5,-14,16,-18
mc-205_serie3;8.85;10.58;16.67;2894;307;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-87000,227000;1;500,2800,3150;0;0;17.5,-14,16,-18
mc200_serie3;8.196;10.58;16.67;2050;197;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-82061,177017;1;600,2520,3000;0;0;16.5,-14,15,-18
mc200_serie7;8.196;10.58;16.67;2105;286;845;0.81;300;20;33;0.1,600,0.5,340,1,260;-85641,192978;1;600,2520,3000;0;0;17.5,-14,16,-18
md_450b_barougan;9.56;12.29;23.52;4800;1184;1030;0.87;450;20;33;0.1,650,1,450;-162000,294000;1;5000,12500,16000;0;0;18.5,-14,14.5,-16
md_450b_ouragan;9.56;12.29;23.52;4750;1184;1030;0.87;450;20;33;0.1,650,1,450;-162000,294000;1;5000,12500,16000;0;0;18.5,-14,14.5,-16
md_452_mystere_2a;12.243;11.33;30.24;5540;1400;1108;0.98;450;20;33;0.1,650,1,450;-182000,400000;1;5000,11000,14000;0;0;18.5,-14,14.5,-16
md_452_mystere_2c_preproduction;12.243;11.33;30.24;5900;1400;1108;0.98;450;20;33;0.1,650,1,450;-182000,420000;1;2750,8450,10000;0;0;18.5,-14,14.5,-16
md_454_mystere_4a;12.9;10.514;32;5920;1660;1166;1.05;447;0;33;0.2,620,1,408;-185500,425500;1;3750,11000,13000;0;0;20,-16,18,-17
md_460;13.9;10.514;35;7260;1830;1265;1.47;447;20;33;0.2,620,1,435;-175500,485500;1;2750,8500,8700;0;0;20,-16,18,-17
md_460_saar;14.6;10.514;35;6970;1830;1265;1.47;447;20;33;0.2,620,1,435;-175500,485500;1;4600,12060,12410;0;0;20,-16,18,-17
md_460_sambad;13.9;10.514;35;7260;1830;1265;1.47;447;20;33;0.2,620,1,435;-175500,485500;1;2750,8500,8700;0;0;20,-16,18,-17
md_500_tow_late;16;4;0.6;796;192;300;0.6;320;0;0;;-40000,83000;1;2000,6000,8200;0;0;28.6,-28,22.6,-21
me-163b-0;5.92;9.3;19.6;1900;2010;1040;1.05;550;20;0;0.1,620.4,1,420.4;-91280,191280;1;100,1600,2600;0;0;18,-18,17,-17
me-163b-1;5.92;9.3;19.6;1900;2010;1040;1.05;550;20;0;0.1,620.4,1,420.4;-91280,191280;1;100,1600,2600;0;0;18,-18,17,-17
me-163b;5.92;9.3;19.6;1900;2010;1040;1.05;550;20;0;0.1,620.4,1,420.4;-91280,191280;1;100,1600,2600;0;0;18,-18,17,-17
me-262a-1a;10.58;12.5;21.78;4280;1950;1050;0.95;450;20;33;0.1,580.4,1,380.4;-149812,329812;2;2700,8700,9000;0;0;17.5,-13.35,14,-22
me-262a-1a_early;10.58;12.5;21.78;4280;1463;1050;0.95;450;20;33;0.1,580.4,1,380.4;-149812,329812;2;2700,8700,9000;0;0;17.5,-13.35,14,-22
me-262a-1a_u4;10.58;12.5;21.78;4280;1950;1050;0.95;450;20;33;0.1,580.4,1,380.4;-149812,329812;2;2700,8700,9000;0;0;17.5,-13.35,14,-22
me-262a-1b;10.58;12.5;21.78;4280;1950;1050;0.95;450;20;33;0.1,580.4,1,380.4;-149812,329812;2;3000,8700,9000;0;0;17.5,-13.35,14,-22
me-262a-2a;10.58;12.5;21.78;4080;1950;1050;0.95;450;20;33;0.1,580.4,1,380.4;-149812,329812;2;2700,8700,9000;0;0;17.5,-13.35,14,-22
me-262a_1_u1;10.58;12.5;21.78;4550;1950;1050;0.95;450;20;33;0.1,580.4,1,380.4;-149812,329812;2;2700,8700,9000;0;0;17.5,-13.35,14,-22
me-262c-1a;10.58;12.5;21.78;4995;833;1050;0.95;450;20;33;0.1,520.4,1,320.4;-149812,319812;2;100,1600,5040;0;0;17.5,-13.35,14,-22
me-262c-2b;10.58;12.5;21.78;4775;833;1050;0.95;450;20;33;0.1,520.4,1,320.4;-149812,319812;2;100,1600,5040;0;0;17.5,-13.35,14,-22
me-410a-1;12.15;16.4;36.8;7534;1679;750;0.75;350;20;33;0.1,480,1,280;-209000,560000;2;500,2700,3200;70;0.0195;17.5,-16.5,16.5,-15
me-410a-1_u4;12.15;16.4;36.8;7534;1679;750;0.75;350;20;33;0.1,480,1,280;-209000,560000;2;500,2700,3200;70;0.0195;17.5,-16.5,16.5,-15
me-410b-1;12.15;16.4;36.8;7534;1679;750;0.75;350;20;33;0.1,480,1,280;-209000,560000;2;500,2700,3200;70;0.0195;17.5,-16.5,16.5,-15
me-410b-2_u4;12.15;16.4;36.8;7534;1679;750;0.75;350;20;33;0.1,480,1,280;-209000,560000;2;500,2700,3200;70;0.0195;17.5,-16.5,16.5,-15
me-410b-6_r3;12.15;16.4;36.8;7534;1679;750;0.75;350;20;33;0.1,480,1,280;-209000,560000;2;500,2700,3200;70;0.0195;17.5,-16.5,16.5,-15
me_264;20.9;39;118;21150;17300;609;0.64;309;20;33;0.1,380,1,290;-532000,1.064e+06;4;1354,3250,3650;2500;0.7;17.5,-17,17,-14
meteor_fmk3;12.62;13.11;34.68;4280;1200;850;0.83;390;20;33;0.1,520.4,1,290;-130238,280238;2;5000,16500,17000;0;0;16.5,-13,14,-12
meteor_fmk3_navy;12.62;13.11;34.68;5515.6;1200;850;0.83;390;20;33;0.1,520.4,1,290;-130238,290238;2;8000,14700,15500;0;0;16.5,-13,14,-12
meteor_fmk4_lw;12.62;13.11;34.68;5515.6;1200;999;0.86;390;20;33;0.1,520.4,1,290;-170238,320238;2;8000,14700,15500;0;0;16.5,-13,14,-12
meteor_fmk4_sw;12.62;11.23;32.56;5515.6;1200;999;0.86;390;20;33;0.1,520.4,1,290;-190238,370238;2;8000,14700,15500;0;0;17,-13,14,-12
meteor_fmk8;12.62;11.23;32.56;5382.6;1524;999;0.89;390;20;33;0.1,520.4,1,290;-170238,390238;2;8000,14700,15500;0;0;17,-13,14,-12
meteor_fmk8_belgium;12.62;11.23;32.56;5382.6;2901;999;0.89;390;20;33;0.1,520.4,1,290;-170238,390238;2;8000,14700,15500;0;0;17,-13,14,-12
meteor_fmk8_reaper;12.62;11.23;32.56;5382.6;1524;999;0.89;390;20;33;0.1,520.4,1,290;-170238,390238;2;8000,14700,15500;0;0;17,-13,14,-12
meteor_nfmk13;14.8;13.1;34.68;5890;1524;999;0.89;390;20;33;0.1,520.4,1,290;-170238,390238;2;8000,14700,15500;0;0;17,-13,14,-12
mh_60l_dap;16;5.8;3;5690;1110;450;0.79;420;0;0;;-70000,130000;2;12500,20900,30000;0;0;28.6,-28,29.6,-28
mi-35;17.51;6.4;4.8;8350;2241;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_24a;17.51;6.4;6.6;8100;2241;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_24p;17.51;6.4;6.6;8500;2241;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_24p_german;17.51;6.4;6.6;8500;2241;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_24v;17.51;6.4;6.6;8500;2241;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_28a_sweden;17.51;4.86;1.8;8420;1680;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_28n;17.51;4.86;1.8;8550;1680;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_28nm;17.51;4.86;1.8;8750;1680;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_35m;17.51;6.4;4.8;8350;2241;450;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_4av;17.51;3.2;1.2;5900;825;450;0.79;420;0;0;;-100000,250000;1;600,2400,6000;0;0;28.6,-28,22.6,-21
mi_8amtsh;18.3;6.4;1.2;6900;1440;400;0.79;420;0;0;;-300000,500000;2;7000,15000,20000;0;0;25.6,-28,22.6,-21
mi_8tb;18.3;6.4;1.2;6900;1440;400;0.79;420;0;0;;-300000,500000;2;5000,12000,20000;0;0;25.6,-28,22.6,-21
mi_8tv;18.3;6.4;1.2;6900;1440;400;0.79;420;0;0;;-300000,500000;2;5000,12000,20000;0;0;25.6,-28,22.6,-21
mig-15;10.1;10.08;20.6;3648;1162;1132;1.1;450;0;33;0.1,650,1,450;-162000,294000;1;5000,11561,16000;0;0;17,-14,12.5,-16
mig-15_ns23;10.1;10.08;20.6;3508;1210;1132;1.1;450;0;33;0.1,650,1,450;-124001,290001;1;5000,12300,16000;0;0;17,-14,12.5,-16
mig-15bis_ish;10.1;10.08;20.6;3768;1162;1132;1.1;450;0;33;0.1,650,1,450;-162000,294000;1;5000,11561,16000;0;0;17,-14,12.5,-16
mig-17;11.264;9.6;22.6;3868;1172;1150;1.1;450;0;33;0.1,650,1,450;-134001,315000;1;5000,11561,16000;0;0;17,-14,12.5,-16
mig-17f;11.264;9.6;22.6;4022;1172;1150;1.1;450;0;33;0.1,650,1,450;-138001,318000;1;5000,11561,16000;0;0;17,-14,12.5,-16
mig-17p_lim_5p;11.264;9.6;22.6;4022;1171;1150;1.1;450;0;33;0.1,650,1,450;-138001,318000;1;5000,11561,16000;0;0;17,-14,12.5,-16
mig-19;13.02;9;25.16;5750;1800;1260;1.68;577;0;33;0.2,700,0.33,500,1,450;-215000,435000;2;4100,11195,11600;0;0;22,-21,16,-17
mig-19j_6a;13.02;9;25.16;5750;1800;1260;1.68;577;0;33;0.2,700,0.33,500,1,450;-215000,435000;2;4100,11195,11600;0;0;22,-21,16,-17
